table_id,sequence_number,topic_id
B23010,71,7
B23010,71,17
B23010,71,8
B23013,71,1
B23013,71,17
B23013,71,2
B23018,71,17
B23018,71,2
B23020,71,17
B23022,71,17
B23022,71,2
B24011,72,17
B24011,72,10
B24012,73,2
B24012,73,17
B24012,73,10
B24021,73,17
B24021,73,10
B24022,74,2
B24022,74,17
B24022,74,10
B24031,74,17
B24031,74,10
B24032,74,2
B24032,74,17
B24032,74,10
B24041,75,17
B24041,75,10
B24042,75,2
B24042,75,17
B24042,75,10
B24080,76,17
B24080,76,2
B24081,76,17
B24081,76,10
B24082,76,2
B24082,76,17
B24082,76,10
B24090,76,17
B24090,76,2
B24091,76,17
B24091,76,10
B24092,76,2
B24092,76,17
B24092,76,10
B24121,79,17
B24121,79,10
B24122,82,17
B24122,82,10
B24123,85,17
B24123,85,10
B24124,88,17
B24125,91,17
B24126,94,17
B25001,95,26
B25002,95,26
B25002,95,27
B25003,95,26
B25003,95,15
B25003A,95,26
B25003A,95,3
B25003A,95,7
B25003A,95,15
B25003B,95,26
B25003B,95,3
B25003B,95,7
B25003B,95,15
B25003C,95,26
B25003C,95,3
B25003C,95,7
B25003C,95,15
B25003D,95,26
B25003D,95,3
B25003D,95,7
B25003D,95,15
B25003E,95,26
B25003E,95,3
B25003E,95,7
B25003E,95,15
B25003F,95,26
B25003F,95,3
B25003F,95,7
B25003F,95,15
B25003G,95,26
B25003G,95,3
B25003G,95,7
B25003G,95,15
B25003H,95,26
B25003H,95,3
B25003H,95,7
B25003H,95,15
B25003I,95,26
B25003I,95,3
B25003I,95,7
B25003I,95,15
B25004,95,26
B25004,95,27
B25005,95,26
B25005,95,27
B25006,95,26
B25006,95,3
B25006,95,7
B25007,95,26
B25007,95,7
B25007,95,1
B25007,95,15
B25008,95,26
B25008,95,15
B25008,95,1
B25008,95,2
B25009,95,26
B25009,95,7
B25009,95,15
B25010,95,26
B25010,95,7
B25010,95,15
B25011,95,26
B25011,95,7
B25011,95,15
B25012,95,26
B25012,95,18
B25012,95,7
B25012,95,8
B25012,95,15
B25013,95,26
B25013,95,13
B25013,95,7
B25013,95,15
B25014,95,26
B25014,95,27
B25014,95,15
B25014A,95,26
B25014A,95,3
B25014A,95,7
B25014A,95,27
B25014B,95,26
B25014B,95,3
B25014B,95,7
B25014B,95,27
B25014C,95,26
B25014C,95,3
B25014C,95,7
B25014C,95,27
B25014D,95,26
B25014D,95,3
B25014D,95,7
B25014D,95,27
B25014E,95,26
B25014E,95,3
B25014E,95,7
B25014E,95,27
B25014F,95,26
B25014F,95,3
B25014F,95,7
B25014F,95,27
B25014G,95,26
B25014G,95,3
B25014G,95,7
B25014G,95,27
B25014H,95,26
B25014H,95,3
B25014H,95,7
B25014H,95,27
B25014I,95,26
B25014I,95,3
B25014I,95,7
B25014I,95,27
B25015,95,26
B25015,95,7
B25015,95,1
B25015,95,27
B25015,95,15
B25016,96,26
B25016,96,23
B25016,96,27
B25016,96,15
B25017,96,26
B25017,96,23
B25018,96,26
B25018,96,23
B25019,96,26
B25019,96,23
B25020,96,26
B25020,96,23
B25020,96,15
B25021,96,26
B25021,96,23
B25021,96,15
B25022,96,26
B25022,96,23
B25022,96,15
B25023,96,26
B25023,96,23
B25023,96,27
B25024,96,26
B25024,96,23
B25026,96,26
B25026,96,2
B25026,96,7
B25026,96,1
B25026,96,15
B25027,96,26
B25027,96,7
B25027,96,1
B25027,96,28
B25032,96,26
B25032,96,23
B25032,96,15
B25032A,96,26
B25032A,96,3
B25032A,96,7
B25032A,96,23
B25032B,96,26
B25032B,96,3
B25032B,96,7
B25032B,96,23
B25032C,96,26
B25032C,96,3
B25032C,96,7
B25032C,96,23
B25032D,96,26
B25032D,96,3
B25032D,96,7
B25032D,96,23
B25032E,96,26
B25032E,96,3
B25032E,96,7
B25032E,96,23
B25032F,96,26
B25032F,96,3
B25032F,96,7
B25032F,96,23
B25032G,96,26
B25032G,96,3
B25032G,96,7
B25032G,96,23
B25032H,96,26
B25032H,96,3
B25032H,96,7
B25032H,96,23
B25032I,96,26
B25032I,96,3
B25032I,96,7
B25032I,96,23
B25033,96,1
B25033,96,26
B25033,96,15
B25033,96,23
B25033,96,2
B25034,97,26
B25034,97,23
B25035,97,26
B25035,97,23
B25036,97,26
B25036,97,23
B25036,97,15
B25037,97,26
B25037,97,23
B25037,97,15
B25038,97,26
B25038,97,7
B25038,97,15
B25039,97,26
B25039,97,7
B25039,97,15
B25040,97,26
B25040,97,23
B25041,97,26
B25041,97,23
B25042,97,26
B25042,97,23
B25042,97,15
B25043,97,26
B25043,97,7
B25043,97,1
B25043,97,15
B25044,97,26
B25044,97,16
B25044,97,15
B25045,97,26
B25045,97,16
B25045,97,7
B25045,97,1
B25045,97,15
B25046,97,26
B25046,97,16
B25046,97,15
B25047,97,26
B25047,97,23
B25048,97,26
B25048,97,23
B25049,97,26
B25049,97,23
B25049,97,15
B25050,97,26
B25050,97,23
B25050,97,27
B25051,97,26
B25051,97,23
B25052,97,26
B25052,97,23
B25053,97,26
B25053,97,23
B25053,97,15
B25054,97,26
B25054,97,23
B25055,97,26
B25055,97,7
B25056,97,29
B25056,97,26
B25057,97,29
B25057,97,26
B25058,97,29
B25058,97,26
B25059,97,29
B25059,97,26
B25060,97,29
B25060,97,26
B25061,98,29
B25061,98,26
B25062,98,29
B25062,98,26
B25063,98,29
B25063,98,26
B25064,98,29
B25064,98,26
B25065,98,29
B25065,98,26
B25066,98,29
B25066,98,26
B25066,98,23
B25067,98,29
B25067,98,26
B25068,98,29
B25068,98,26
B25068,98,23
B25069,98,29
B25069,98,26
B25070,98,29
B25070,98,26
B25070,98,7
B25070,98,10
B25071,98,29
B25071,98,26
B25071,98,7
B25071,98,10
B25072,98,29
B25072,98,26
B25072,98,7
B25072,98,10
B25073,98,29
B25073,98,26
B25073,98,7
B25073,98,23
B25073,98,10
B25074,99,29
B25074,99,26
B25074,99,7
B25074,99,10
B25075,99,29
B25075,99,26
B25076,99,29
B25076,99,26
B25077,99,29
B25077,99,26
B25078,99,29
B25078,99,26
B25079,99,29
B25079,99,26
B25079,99,7
B25079,99,1
B25080,99,29
B25080,99,26
B25080,99,23
B25081,99,26
B25081,99,28
B25082,99,29
B25082,99,26
B25082,99,28
B25083,99,29
B25083,99,26
B25085,99,29
B25085,99,26
B25086,99,29
B25086,99,26
B25087,99,29
B25087,99,26
B25087,99,28
B25088,99,29
B25088,99,26
B25088,99,28
B25089,99,29
B25089,99,26
B25089,99,28
B25090,99,29
B25090,99,26
B25090,99,28
B25091,99,29
B25091,99,26
B25091,99,7
B25091,99,28
B25091,99,10
B25092,99,29
B25092,99,26
B25092,99,7
B25092,99,10
B25093,99,29
B25093,99,26
B25093,99,7
B25093,99,10
B25094,99,29
B25094,99,26
B25096,98,29
B25096,98,26
B25096,98,28
B25097,98,29
B25097,98,26
B25097,98,28
B25098,100,26
B25098,100,7
B25098,100,28
B25098,100,10
B25099,100,26
B25099,100,7
B25099,100,28
B25099,100,10
B25100,100,29
B25100,100,26
B25100,100,7
B25100,100,28
B25100,100,10
B25101,100,29
B25101,100,26
B25101,100,7
B25101,100,28
B25101,100,10
B25102,100,29
B25102,100,26
B25102,100,28
B25103,100,29
B25103,100,26
B25103,100,28
B25104,100,29
B25104,100,26
B25105,100,29
B25105,100,26
B25106,100,29
B25106,100,26
B25106,100,15
B25106,100,7
B25106,100,10
B25107,100,29
B25107,100,26
B25107,100,23
B25108,100,29
B25108,100,26
B25108,100,23
B25109,100,29
B25109,100,26
B25109,100,7
B25109,100,15
B25110,100,29
B25110,100,26
B25110,100,7
B25110,100,15
B25111,100,29
B25111,100,26
B25111,100,23
B25112,100,29
B25112,100,26
B25112,100,23
B25113,100,29
B25113,100,26
B25113,100,7
B25113,100,15
B25114,100,29
B25114,100,26
B25114,100,7
B25114,100,15
B25115,101,26
B25115,101,7
B25115,101,8
B25115,101,15
B25116,101,26
B25116,101,7
B25116,101,1
B25116,101,15
B25117,101,26
B25117,101,23
B25117,101,15
B25118,101,26
B25118,101,15
B25118,101,7
B25118,101,10
B25119,101,26
B25119,101,15
B25119,101,7
B25119,101,10
B25120,101,26
B25120,101,15
B25120,101,7
B25120,101,28
B25120,101,10
B25121,101,29
B25121,101,26
B25121,101,7
B25121,101,10
B25122,102,29
B25122,102,26
B25122,102,7
B25122,102,10
B25123,102,26
B25123,102,15
B25124,102,26
B25124,102,7
B25124,102,23
B25124,102,15
B25125,103,1
B25125,103,26
B25125,103,7
B25125,103,23
B25125,103,15
B25126,103,1
B25126,103,26
B25126,103,7
B25126,103,23
B25126,103,15
B25127,103,26
B25127,103,23
B25127,103,15
B25128,103,26
B25128,103,7
B25128,103,1
B25128,103,15
B25129,104,26
B25129,104,7
B25129,104,23
B25129,104,15
B26001,105,30
B98001,106,0
B98002,106,0
B98002,106,30
B98011,106,0
B98012,106,0
B98012,106,1
B98012,106,2
B98013,106,0
B98013,106,1
B98013,106,3
B98013,106,2
B98014,106,0
B98014,106,30
B98021,106,0
B98022,106,0
B98022,106,30
B98031,106,0
B98032,106,0
B99011,118,0
B99012,118,0
B99021,118,0
B99021,118,3
B99031,118,0
B99031,118,3
B99051,118,0
B99051,118,6
B99052,107,0
B99052PR,118,0
B99061,118,0
B99061,118,5
B99071,118,0
B99072,118,0
B99080,118,0
B99080,118,16
B99080,118,17
B99081,118,0
B99081,118,16
B99081,118,17
B99082,118,0
B99082,118,27
B99083,118,0
B99083,118,16
B99083,118,17
B99084,118,0
B99084,118,16
B99084,118,17
B99085,118,0
B99085,118,16
B99085,118,17
B99086,8,0
B99086,8,16
B99086,8,17
B99087,8,0
B99087,8,16
B99087,8,17
B99088,8,0
B99088,8,16
B99088,8,17
B99089,8,0
B99089,8,16
B99089,8,17
B99092,118,0
B99102,118,0
B99102,118,22
B99102,118,8
B99103,118,0
B99103,118,22
B99103,118,8
B99104,118,0
B99104,118,22
B99104,118,8
B99121,118,0
B99121,118,12
B99131,118,0
B99131,118,12
B99132,118,0
B99141,118,0
B99141,118,13
B99142,118,0
B99142,118,13
B99151,118,0
B99151,118,13
B99161,118,0
B99161,118,11
B99162,118,0
B99162,118,11
B99163,118,0
B99171,118,0
B99171,118,9
B99172,118,0
B99172,118,9
B99172,118,7
B99191,118,0
B99191,118,10
B99192,118,0
B99192,118,7
B99192,118,10
B99193,118,0
B99193,118,7
B99193,118,10
B99194,118,0
B99194,118,7
B99194,118,10
B99201,118,0
B99201,118,10
B99211,118,0
B99211,118,25
B99212,118,0
B99212,118,25
B99221,118,0
B99221,118,19
B99231,118,0
B99231,118,17
B99232,118,0
B99232,118,17
B99233,118,0
B99233,118,17
B99234,118,0
B99234,118,17
B99241,118,0
B99241,118,17
B99242,118,0
B99242,118,17
B99243,118,0
B99243,118,17
B99244,118,0
B99244,118,17
B99245,118,0
B99245,118,17
B99246,118,0
B99246,118,17
B992510,118,0
B992510,118,23
B992511,118,0
B992511,118,23
B992512,118,0
B992512,118,16
B992513,118,0
B992514,118,0
B992515,118,0
B992515,118,29
B992516,108,0
B992516,108,29
B992518,108,0
B992518,108,29
B992519,108,0
B992519,108,29
B99252,108,0
B99252,108,15
B992520,108,0
B992520,108,29
B992521,108,0
B992521,108,28
B992522,108,0
B992522,108,29
B992522,108,28
B992523,108,0
B992523,108,29
B99253,108,0
B99253,108,27
B99254,108,0
B99254,108,23
B99255,108,0
B99255,108,23
B99256,108,0
B99256,108,23
B99257,108,0
B99257,108,7
B99257,108,15
B99258,108,0
B99258,108,23
B99259,108,0
B99259,108,23
C02003,12,3
C07201,23,14
C07201PR,116,14
C07202,23,14
C07203,23,14
C08134,29,16
C08134,29,17
C08136,29,16
C08136,29,17
C14007A,39,13
C14007A,39,3
C14007B,39,13
C14007B,39,3
C14007C,39,13
C14007C,39,3
C14007D,39,13
C14007D,39,3
C14007E,39,13
C14007E,39,3
C14007F,39,13
C14007F,39,3
C14007G,39,13
C14007G,39,3
C14007H,39,13
C14007H,39,3
C14007I,39,13
C14007I,39,3
C15002A,40,13
C15002A,40,3
C15002A,40,2
C15002B,40,13
C15002B,40,3
C15002B,40,2
C15002C,40,13
C15002C,40,3
C15002C,40,2
C15002D,40,13
C15002D,40,3
C15002D,40,2
C15002E,40,13
C15002E,40,3
C15002E,40,2
C15002F,40,13
C15002F,40,3
C15002F,40,2
C15002G,40,13
C15002G,40,3
C15002G,40,2
C15002H,40,13
C15002H,40,3
C15002H,40,2
C15002I,40,13
C15002I,40,3
C15002I,40,2
C17002,46,9
C17002,46,10
C21001A,67,1
C21001A,67,3
C21001A,67,25
C21001A,67,2
C21001B,67,1
C21001B,67,3
C21001B,67,25
C21001B,67,2
C21001C,67,1
C21001C,67,3
C21001C,67,25
C21001C,67,2
C21001D,67,1
C21001D,67,3
C21001D,67,25
C21001D,67,2
C21001E,67,1
C21001E,67,3
C21001E,67,25
C21001E,67,2
C21001F,67,1
C21001F,67,3
C21001F,67,25
C21001F,67,2
C21001G,67,1
C21001G,67,3
C21001G,67,25
C21001G,67,2
C21001H,67,1
C21001H,67,3
C21001H,67,25
C21001H,67,2
C21001I,67,1
C21001I,67,3
C21001I,67,25
C21001I,67,2
C23002A,69,1
C23002A,69,3
C23002A,69,17
C23002A,69,2
C23002B,69,1
C23002B,69,3
C23002B,69,17
C23002B,69,2
C23002C,70,1
C23002C,70,3
C23002C,70,17
C23002C,70,2
C23002D,70,1
C23002D,70,3
C23002D,70,17
C23002D,70,2
C23002E,70,1
C23002E,70,3
C23002E,70,17
C23002E,70,2
C23002F,70,1
C23002F,70,3
C23002F,70,17
C23002F,70,2
C23002G,70,1
C23002G,70,3
C23002G,70,17
C23002G,70,2
C23002H,70,1
C23002H,70,3
C23002H,70,17
C23002H,70,2
C23002I,70,1
C23002I,70,3
C23002I,70,17
C23002I,70,2
C24010,72,17
C24010,72,2
C24010A,72,3
C24010A,72,17
C24010A,72,2
C24010B,72,3
C24010B,72,17
C24010B,72,2
C24010C,72,3
C24010C,72,17
C24010C,72,2
C24010D,72,3
C24010D,72,17
C24010D,72,2
C24010E,72,3
C24010E,72,17
C24010E,72,2
C24010F,72,3
C24010F,72,17
C24010F,72,2
C24010G,72,3
C24010G,72,17
C24010G,72,2
C24010H,72,3
C24010H,72,17
C24010H,72,2
C24010I,72,3
C24010I,72,17
C24010I,72,2
C24020,73,17
C24020,73,2
C24030,74,17
C24030,74,2
C24040,75,17
C24040,75,2
C24050,75,17
C24060,76,17
C24070,76,17
C25095,98,29
C25095,98,26
C25095,98,7
C25095,98,10
